time,normalized_saliency,sa_normalized_saliency,other_normalized_saliency,normalized_saliency_smoothed,sa_normalized_saliency_smoothed,other_normalized_saliency_smoothed,Highlight,Task_D2_zone,Task
1,0.001643968793945,0.0,0.0322050332647114,0.001643968793945,0.0,0.0322050332647114,-1,1,1
2,0.0009402209769511,0.0,0.0322277348071951,0.001292094885448,0.0,0.0322163840359532,-1,1,1
3,0.0042235218078952,0.0003175528738316,0.0321218218771646,0.0022692371929304,0.0001058509579438,0.032184863316357,-1,1,1
4,0.0062465235071759,0.000880952540516,0.032056563757833,0.0038034220973407,0.0003995018047825,0.0321353734807309,-1,1,1
5,0.006976362040358,0.0007863965677148,0.0320330205793432,0.0058154691184764,0.0006616339940208,0.0320704687381136,-1,1,1
6,0.0001572812537131,1.0694732785233183e-05,0.0322529909272995,0.0044600556004156,0.0005593479470053,0.0321141917548253,-1,1,1
7,0.0001405302827865,1.016303790725527e-05,0.0322535312812004,0.0024247245256192,0.0002690847794691,0.0321798475959477,-1,1,1
8,0.001070658579342,0.0008426035007826,0.0322235271426018,0.0004561567052805,0.000287820423825,0.0322433497837006,-1,1,1
9,0.0034235465548178,0.0401122639131547,0.0321476275304897,0.0015449118056488,0.0136550101506148,0.0322082286514306,-1,1,1
10,0.0081432964797868,0.0492429160788285,0.0319953775329101,0.0042125005379822,0.030065927830922,0.0321221774020005,-1,1,1
11,0.0443440254587785,0.0371397089684352,0.0308276120819748,0.018636956164461,0.0421649629868062,0.0316568723817915,1,0,0
12,0.0219853850471615,0.0738415739552174,0.0315488585468657,0.0248242356619089,0.0534080663341604,0.0314572827205835,1,0,0
13,0.0233892482375785,0.0763151453297327,0.0315035726374974,0.0299062195811728,0.0624321427511284,0.031293347755446,1,0,0
14,0.0048746294277847,0.0497661160429626,0.0321008184055553,0.0167497542375082,0.0666409451093042,0.0317177498633061,1,0,0
15,0.2803188279148059,0.0905869661810406,0.0232155216801675,0.1028609018600564,0.072222742517912,0.0289399709077401,1,0,0
16,0.4690397207990511,0.0803072595838496,0.017127750941966,0.2514110593805472,0.0735534472692843,0.0241480303425629,1,0,0
17,0.5469850534106684,0.0655880242942884,0.0146133853738494,0.4321145340415085,0.0788274166863928,0.018318885998661,1,0,0
18,0.7100302222532618,0.0445651484133904,0.0093538637982818,0.5753516654876605,0.0634868107638428,0.0136983333713657,1,0,0
19,0.7136961686311585,0.0552614192663558,0.009235607463511,0.6569038147650296,0.0551381973246782,0.0110676188785474,1,0,0
20,0.6238085679901858,0.0347018828686562,0.0121352074841875,0.682511652958202,0.0448428168494675,0.0102415595819934,1,0,0
21,0.5913982519955993,0.0250738238762415,0.013180701548529,0.6429676628723145,0.0383457086704178,0.0115171721654092,1,0,0
22,0.7222132021746253,0.0480591743986514,0.0089608644459798,0.6458066740534701,0.035944960381183,0.0114255911595654,1,0,0
23,0.4874547984279272,0.0568103287163089,0.0165337161797442,0.6003554175327173,0.0433144423304006,0.012891760724751,1,0,0
24,0.5303645426635095,0.0602243559273695,0.0151495308818222,0.5800108477553539,0.0550312863474433,0.0135480371691821,1,0,0
25,0.4809185091689529,0.0564835445416246,0.0167445642203563,0.4995792834201298,0.0578394097284343,0.0161426037606409,1,0,0
26,0.3911594722440109,0.0931167772930547,0.0196400170243867,0.4674808413588245,0.0699415592540163,0.0171780373755217,1,0,0
27,0.3723085652754916,0.0338724327687957,0.0202481107975647,0.4147955155628185,0.061157584867825,0.0188775640141026,1,0,0
28,0.4019423403328679,0.0771386298604299,0.0192921825699074,0.3884701259507901,0.0680426133074268,0.0197267701306196,1,0,0
29,0.3965398896444452,0.0791490279047677,0.0194664551727598,0.3902635984176016,0.0633866968446644,0.0196689161800773,1,0,0
30,0.3348274996208646,0.0586876695232341,0.021457177431585,0.3777699098660593,0.0716584424294772,0.0200719383914174,1,0,0
31,0.2933296202596474,0.1465097107352642,0.0227958187013016,0.3415656698416524,0.094782136054422,0.0212398171018821,1,0,0
32,0.2007008446747386,0.1094899022756104,0.0257838437201697,0.2762859881850836,0.1048957608447029,0.0233456132843521,1,0,0
33,0.2536966644355036,0.111794092209466,0.0240743011472418,0.2492423764566299,0.1225979017401135,0.0242179878562377,1,0,0
34,0.3093152757156949,0.0554880015843438,0.0222801523962679,0.2545709282753124,0.0922573320231401,0.0240460990878931,1,0,0
35,0.2514524647945292,0.0633260558085223,0.0241466946840474,0.2714881349819092,0.0768693832007774,0.023500382742519,1,0,0
36,0.2546000227728106,0.0720520224072952,0.0240451605557157,0.2717892544276782,0.0636220266000538,0.0234906692120103,1,0,0
37,0.2286644685163979,0.0474427731570485,0.0248817913381807,0.2449056520279126,0.0609402837909553,0.0243578821926479,1,0,0
38,0.2630055496589003,0.0085795285928138,0.0237740145271322,0.2487566803160363,0.0426914413857192,0.0242336554736762,1,0,0
39,0.2104998169815283,0.007647010442972,0.0254677478393055,0.2340566117189422,0.0212231040642781,0.0247078512348728,1,0,0
40,0.1842380702192525,0.0104381163975289,0.0263149009606692,0.2192478122865604,0.0088882184777716,0.025185554442369,1,0,0
41,0.1570387445282667,0.0056585670562315,0.0271922985636043,0.1839255439096825,0.0079145646322442,0.0263249824545263,1,0,0
42,0.1793444413457454,0.0070359134383812,0.0264727599565888,0.1735404186977549,0.0077108656307139,0.0266599864936208,1,0,0
43,0.2138637561003685,0.0097590084330499,0.0253592336741816,0.1834156473247935,0.0074844963092208,0.0263414307314582,1,0,0
44,0.2671651921119771,0.0093773224360059,0.0236398325125168,0.2201244631860303,0.0087240814358123,0.0251572753810957,1,0,0
45,0.208481350963374,0.0183247216794651,0.0255328596463427,0.2298367663919065,0.0124870175161736,0.0248439752776804,1,0,0
46,0.1997817005347432,0.1246942579241526,0.0258134935311373,0.2251427478700315,0.0507987673465412,0.0249953952299989,1,0,0
47,0.1766602546440467,0.1519474886994707,0.0265593466243855,0.1949744353807213,0.0983221561010295,0.0259685666006218,1,0,0
48,0.1535790652324206,0.1148063534259945,0.0273039011215348,0.1766736734704035,0.1304827000165393,0.0265589137590192,1,0,0
49,0.1099096036483399,0.079075480870503,0.0287125934306987,0.1467163078416024,0.1152764409986561,0.0275252803922063,1,0,0
50,0.134322406133262,0.0938083127896538,0.0279250836731205,0.1326036916713409,0.0958967156953838,0.027980526075118,1,0,0
51,0.1588512879145537,0.0450304943652065,0.0271338294221111,0.1343610992320519,0.0726380960084545,0.0279238355086434,1,0,0
52,0.2077631661055341,0.0820984821136452,0.0255560268998214,0.1669789533844499,0.0736457630895019,0.0268716466650177,1,0,0
53,0.2017150323300828,0.0853781243015163,0.0257511279893521,0.1894431621167235,0.0708357002601227,0.0261469947704282,1,0,0
54,0.2629772957367616,0.0357732445597592,0.0237749259439754,0.2241518313907928,0.0677499503249736,0.0250273602777163,1,0,0
55,0.2275648310968005,0.078738249661487,0.0249172635130064,0.2307523863878816,0.0666298728409208,0.024814439148778,1,0,0
56,0.1778163876736321,0.0873935953397023,0.0265220520105279,0.2227861715023981,0.0673016965203162,0.0250714138225032,1,0,0
57,0.1370935474351204,0.0412947213822837,0.0278356920182219,0.1808249220685177,0.069142188794491,0.0264250025139187,1,0,0
58,0.1459117007993961,0.0540329384601628,0.0275512354580839,0.1536072119693829,0.0609070850607162,0.0273029931622779,1,0,0
59,0.0993051242071615,0.0059309994082064,0.0290546734126722,0.1274367908138927,0.0337528864168843,0.028147200296326,1,0,0
60,0.0963263797986498,0.003989266298242,0.029150761941979,0.1138477349350691,0.0213177347222037,0.0285855569375784,1,0,0
